id,firstName,gender,avenue_id,avenue_name,avenue_categories,avenue_lat,avenue_lng,cluster
458270876,Cristin,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
43219160,Gustavo,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
515736060,Ana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
65803481,Spyros,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
23040213,Greg,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
6116910,Irine,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
452191176,Gabriela,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
390453627,Augusto,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
94295566,Felipe,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
135019844,Melissa,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
444963146,Daniel,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1075874,あかり,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
1665963,Sara,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
12299442,Duarte Nuno,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
59684431,Sarah,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
116050359,Christopher,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
81593028,Vale,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
30948208,Carla,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
52697370,Женя,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
157095,Teresa,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
4160,Bill,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
19391143,Njoud,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
38360150,Giannis,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
7843595,Lizzie,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
19284901,Liliana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
15790801,Luis,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
112339616,Ricky,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
392962141,Matthew,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
78109599,Ipek,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
50570284,Pedro,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
76469370,Eduardo,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
27418582,Hector,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
139025989,Ryan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
75321013,Elpis,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
144158676,ıllıllı נυѕт αнмα∂ ıllıllı,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
402648760,Antonis,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
149641117,Mauricio,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
51628839,Meghan,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
27381743,Hazal,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
57216616,Jen,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
42557825,Maria E,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
2024063,Elisa,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
12238053,Roxana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
102279320,Linda,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
1024096,Stephane,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
34598693,Bruce,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
12055756,Ozgur,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1028309,Taryn,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
21573041,Ernesto,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1952821,Daniel,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
503591448,Kimberley,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
61211880,Oscar Antonio,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
182200945,Lucky,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
19759136,Jp,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
85657710,Marcos,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
53400507,Andra,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
27808846,Paco,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
777111,Marc,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1464849,Kevin,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
5080712,Mijail,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
17240219,Hany,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
48438439,Evandro,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
503838327,Deise,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
152054372,Mariana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
511118135,Jean-Rémy,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
429660654,Amanda,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
32017236,Inna,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
32778590,Elaine,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
728996,reza setiawan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
519218,Nate,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
4222139,Gabbie,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
508024675,Sofia,none,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
12421657,Kim,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
1436021,Howard,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
134732237,Takashi,none,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
10524834,Sergio,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
4365201,Johnny Kim,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
86501805,José Miguel,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1759759,Jesper,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
61088,Cindy,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
6136256,Terri,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
205359608,Gordana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
129639535,Reade,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
10395147,Mshari,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
42520966,Verônica,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
52076840,Gianina,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
2558996,Victor,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
31099881,Ryan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
140663045,Yasaman,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
414889399,Jan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
2613690,Michael,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
132002810,Глеб,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
75410348,Scott,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
59111589,Reagan,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
24713320,Matheus,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
22998388,Anna,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
39331928,Juan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
436055268,Michelle,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
27113052,Mery,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
41575583,Tim,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
419288,Chris,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
36568580,Murat,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
397850930,Kristina,none,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
45010778,Shweta,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
89170373,Ian,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
15554658,Claudio,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
50619146,Lia,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
3129974,Alexander,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
10457,Rafael,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
37028226,Monica,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
29006,Micah,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
488587850,Lottie,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
10229700,Brian,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
75147717,Ricardo,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
92655276,Evan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
499818723,Grace,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
150438259,Barry,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
38830362,Derya,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
133541020,Alfredo,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
57208665,Karlos,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
204987203,Bryan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
102249437,s,none,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
52277259,Ge,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
13564062,Bryan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
30813824,Benedicto,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
8763531,John M.,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
23408608,Stelios,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
500452362,Jackie,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
72623132,Steen,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
396427744,Rachel,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
219882,Will,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
76199223,Fatma,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
4340987,gee,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
103708814,Juan,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
3189175,José Luis,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
1750070,Greg,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
62183733,Isabel,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
463498886,Salvador,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
5416038,Pamela,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
352419543,Cameron,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
2647275,Sandy,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
488663879,Mallory,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
497517272,Chloé,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
2252815,Tore,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
136067578,Adriana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
52713353,Monica,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
47321,Nate,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
497153222,Adam,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
3762367,Denise,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
21096868,Christiana,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
96694690,Dustin,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
144615705,Erik,none,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
5443185,Domenica,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
495373320,명선,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
85438344,Nef,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
1574930,Tema,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
218194534,Nick,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
23517818,Miguel,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
36445650,Paola Angélica,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
3597604,ZenFoodster,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
1991056,Cam,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
6786776,Brandon,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
59084534,Daphne,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
37344749,Elizaveta,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
1577881,Kendall,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
134409553,Carlos,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
462941637,Sue,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
59725873,Miani,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
30698833,Valentina,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
30047343,Ignacio,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
33481755,Adalberto Luiz,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
29664315,Nuno,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
129322870,Julie,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
4930004,Julie,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
6532455,Sarah,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1122719,Adrienne,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
40863101,Beca,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
439693469,Becky,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
54024335,Jorge,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
408707590,Jerad,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
373844596,Mitch,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
36501880,Anna,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
18413811,Ricardo,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
490753984,Tom,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
66775980,Jesús,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,0.0
1069325,Dominic,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
10681952,Jesus,male,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
482992952,Carina,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
396688886,Alex,none,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,1.0
19290365,Heidi,female,412d2800f964a520df0c1fe3,Central Park,Park,40.78408342593807,-73.96485328674315,2.0
